Review,Rating
enak banget asli pengirimsn cepat,5
ok enak sdh order ke 2 kalinya,5
rasanya kaya ada tepung ngga full bawang tapi lumayan lagi promo,4
bawangnya enak garing kriuk2,5
bawang goreng biasa,3
murah meriah,5
sdh kami terima cuman sayang kami kecewa terlalu banyak tepung kiloan pertama yg terbuang ada 250 gram bungkus ke dua lebih banyak lagi sampai 400 gram ini sama dengan beli bawang tepung hehehehe,2
uwuuu ntar order lagi,5
sesuai dan enak,5
walaupun judulnya curah tapi cukup lah buat taburan diatas makanan wangi lagi,5
bawangnya enak banget harum top walaupun judulnya bawang goreng curah tapi kualitas grade a krn enak dimakan renyah dan harum banget,5
rekomended barang sesuai harga,5
respon cepat barang sesuai deskripsi,5
enak tp agak melempem,4
kualitas enak dan pengiriman cepat,5
uenak cepat sekali sampainya sdh beli yg kedua kali,5
pesanan sdh sampai seller fast respon brg nya oke packing rapi tks,5
kecewa kt nya berat nya 200gr ternyata cm 145 gr rugi lah utk dijual lg soalnya,2
asli dan rasanya enak,5
pengiriman cepat kemasan rapih dan kondisi barang sangat baik terima kasih,5
dikirimkan dihari yang sama oke,5
seger2 mkasih yaaa cepet dikirimnyah pertahankan,5
pengiriman cepat segar dan sesuai pesanan,5
dikirimnya hancur remuk,1
bawang gorengnya dpt banyak ternyata,5
bawang gorengnya renyah kualitas oke kemasan rapi,5
cepat sampe packing rapi makasih,5
no comment,5
barang sesuai gambar goreng barangnya cantik dan aroma bawangnya wangi,5
bwg putihnya enak dan rekomen seller jg rekomen,5
wangi banget real kating,5
kemasannya bagus,4
rasanya agak pahit,5
wangi bawangnya,4
respon seller cepat pengiriman cepat packaging rapih produk sesuai deskripsi,5
suka bgt baputgornya enak,5
sdh beberapa kali beli disini tp br coba abon ayamnya krn terbiasa beli yg sapi jd sepertinya selera kami tetap yg sapi,5
abon keras gak ada merk dan rasanya kurang sama dengan yg pakai merk,5
udah beli aja rasa terbukti enak kok,5
terima kasih barang sudah kami terima,5
rasanya enak pakai banget,5
abonnya enak tapi kalo buat saya pedasnya kurang berasa,5
mantapppppppppp,5
klo ini sdh terbukti enak,5
paket terlambat,1
mantappp proses cepat semoga enak abonnya,5
tidak sesuai selera aku,2
barang sesuai gambar rasanya enak anak saya umur 1½thn suka banget pengiriman cepat,5
pengiriman agak lama,4
brg sdh sampe blm dicoba makasih bonusnya,5
enak mantap apalagi pake roti or nasi yg ada nambah mlulu beli yg bnyk biar puas,5
rasa sapi nya kurang mantap,3
mannttaappp fast renspon y cpt sampai pula makasi y gan bonus y rasa abon top dah pack y jg super aman mantuull abisss,5
packing rapih,5
senjata utk anak susah makan,5
produk sampai cepat sekali orderan sesuai abonnya enak saya sudah reorder kesekian kali terima kasih banyak sis,5
mantap lha udah langganan disini,5
abonnya enak anak saya suka,5
b aja sihhh hehe,4
expired nya masih panjang 2022,5
kemasan dan rasa abon nya emang top markotop hanya sedikit kesal krna packing box nya terkesan asal asalan mungkin krna di dalamnya di lapisi buble wrap lagi yah,5
rasanyaaa enakk anak suka banget,5
respon cepat paking rapih trims gan,5
terima kasih barang sudah diterima dgn baik,5
produk sampai dg aman sesuai dan msh lama expired lumayan cepat pengirman,5
pembelian yg kesekian kali seller sangat responsif order kemarin hari ini sampe,5
top barang real sesuai,5
enak murah rapi cuma proses dan respon seller lamaaaa,4
sudah langgananan rasa kwalitas oke,5
enak uga walaupun harga ekonomis,5
respon dan proses pengiriman cepat packing rapi aman barang fresh ok trims,5
rasanya seperti abon sapi pd umumnya,4
boyolali jkt 3 hari timbangan mantap nya poll penjual nya jujur ramah pula terimakasih kakkl ud habis nnti saya beli lg,5
dikemas baik pengiriman agak lama,4
abon nya seperti sapi,5
enak mantap exp masih 2022,5
sip lah,5
mantaappp sdh sampaaaii,5
respon cepat dan ramah serta barang datang juga cepat,5
saya transaksi batal duit gak kembali,3
abon nya agak bubuk ya sehingga dagingnya kurang terasa,4
packing rapi proses cepat produk ori exp masih lama 2022 tq seller,5
barang sudah saya terima terima kasih untuk kiriman dan respon yang cepat,5
seller responsif,5
brg diterima dgn baik sesuai pesanan thx seller,5
kesjkaan anak anak beli di official store bisa dapet harga terbaik dan packing terbaik terimakasih,5
oke bgt,5
semua pesanan lengkap exp date juga masih lama packing oke pengiriman cepat cuma 2 harii,5
enyak,5
expired date masih juni juli tahun dpn,5
insyaallah bermanfaat,5
campur ap aj enak,5
selalu puass dg product mama suka terimakasih,5
lama dikirimnya,4
produk ori pengiriman cepat packaging ok dikasi bubble wrap dan dus tebal padahal cuma beli 1 terima kasih,5
respon yang cepat barang bagus harga sesuai,5
barang sdh sampai dgn cepat packing rapi penjual respontif exp sesuai deskripsi recommended dech,5
packingnya aman prosesnya cepat,5
udah sering beli disini paketan aman exp date masi lama,5
fast response top seller,5
seperti biasanya selalu puas dg barang dan pelayanannya,5
recommended seller packing rapi super aman shg kemasan tidak penyok barang ori expired masih lama two thumbs up,5
fast response produk bagus,5
produk sesuai dengan pesanan kalengnya tidak penyok expirednya sampai 10 2022,5
rasa nya enak,5
brg ok n cepat ditrima,5
abon langganan uenak ee pengiriman cepat,5
harga murah ed masih panjang,5
pesanan sampai di jkt dua hari kondisi baik dan rasa abon nya tetap seenak biasanya,5
kualitas bagus dan original,5
barang sesuai dikemas rapi dan aman,5
enak banyak murah,5
senanggg banget pesanan tibaaaa packingnya rapih aman respon seller baik produk berkualitas harga oke terima kasih puas belanja disini recommended sukses selaluuu,5
tks,5
mantap rekomen banget,5
packing aman rapi bisa langsung dimakan dan enak,5
barang sesuai pesanan respon cepat,5
100 gr itu ternyata buanyaaak sekali murah banget terimakasiih,5
good product sesuai deskripsi recommended product,5
barangnya sesuai deskripsi pengirimannya juga cepat packingnya rapi recommended,5
trims,5
mudah mudahan rsny enak dan manis sesuai yg aku pesan krn ga ada cek listnya makasih ya,5
rasa abonnya enak ini udah k 3 ato 4 kali pesen,5
terima kasih anak bayi saya suka abon salmon nya si abang 3thn suka abon sapi nya dicemilin terussss,5
rasanya enak anakku approved,5
packaging rapi barang sesuai deskripsi terima kasih,5
oke penjual menerima masukan,5
respons cepat,5
mantap lahh thanks,5
pengiriman cepat di packing dengan baik expired date produk masih lama,5
abonnya enak,5
good product,5
sesuai deskripsi respon pengiriman cepat,5
selalu beli di sini,5
enak skl thks ya seller kirimnya cepat skl,5
pelayanan yg baik dan kwalitas yg tetap terjaga,5
enak rasanya,5
enak maknyus,5
enak garink ga yg asin gitu,5
kereeen packing rapih datang cepet bingiit sdh 2 x beli saya puas tq yaa,5
fast respons dan ramah adminnya,5
enak renyah tampak crispy,5
sesuai order barang diterima dlm keadaan baik packing aman respon penjual pengiriman cepat rasanya gurih renyah terimakasih,5
cepet dikirimnya,5
alhamdulillah teri crispy ini sehat n gurih insyaa allah sebagai lauk sehat n enak fast responses seller very recommended seller terimakasih utk layanannya sukses selalu,5
cepat quick respon ikannya mantul utuh semua belum saya buka tapi bau asapnya sudah tercium,5
mantabbbb ikannya bersih dan masih segar,5
alhamdulillah puas belanja disini malam pesan pagi sudah sampai terima kasih,5
udah langganan disini,5
tks bossku sangat cepat brngnya tiba kualitas brg oke,5
puas banget ikannya bagus kering dan bisa langsung di olah bakal langganan keliatannya makasih yaaaa,5
terimakasih mantul pakingan rapi pengirimannya cepat paketnya sesuai dengan deskripsi produk yang di tawarkan next order lagi,5
barang okey banget pengiriman cepat banget harga terjangkau trus dapet promo setengah harga lg sampe binggung ini toko untungnya berapa ya,5
sampe dengan cepat selamat sampe tujuan pesan jumat sampe nya minggu,5
produk bagus berkualitas sesuai deskripsi terima kasih,5
ebinya baguuuuuuus bangeeeet puaaaas sekaliiii recommended,5
terima kasih barang bagus dan diterima dengan baik pengiriman cepat seller attentive sukses selalu,5
mantap udang keringnya bagussss bersih n kering terimakasih tokopedia dan seller terimakasih juga pak kurir,5
makasih ya seller,5
pengiriman cepat dan kwalitas barang bagus,5
mantap ebinya,5
cepet banget sampenya sukses y,5
sip,4
pengirimannya super duper cepet pake banget ebinya juga bagus banget makasih lsy,5
thanks barang sdh dtg cepat n rapih packing nya sukses selalu,5
seller ramah respon sangat cepat pengiriman cepat barang sesuai gambar deskripsi puass tks kak,5
terima kasih paket cepat sampainya da ebinya kondisinya sangat baik dan difacum,5
kata ibu saya ebinya bagus besar2 dan ibu saya senang sekali karena ga perlu ke pasar,5
always great,5
ok wangi,5
barang sudah di terima warna dan aroma ok semoga rasa nya juga enak terima kasih,5
pingin buat masakan,5
barang tiba sesuai pesanan packing rapih dan recomended seller,5
barang bagus mantaap terima kasih,5
bagus sih kualitasnya thanks kak,5
ebi udang kering kurang bagus,3
produk sesuai harapan cepat sampai,5
selalu puas belanja disini makasih seller,5
barang sesuai diskripsi,5
keliatan nya bagus n tekstur lemas tidak spt beli di pasar kaku tp di liat nya spt plastik hihihi,5
0k bagus sdh jd mknan,5
seller ok,5
pengiriman cepat sesuai pesanan thanks seller,5
mantaaaaap rekomended seller,5
makasih,5
mantap cepat sampai,5
pengiriman aman seller gercep produk ok tp salah beli saya mau beli kembang tahu jadi kulit tahu wkwkw sad,5
paket sdh sampai terima kasih kak perjalanan 4 hari aman kak next beli lagi trims respon nya jg yg memperhatikan kualitas,5
bau pesingnya agak tidak wajar sih ikan datang dalam keadaan lembab basah,3
auto bintang 5 baunya sadis beli disurabaya baunya gk semantep ini makin bau makin sedapp,5
barang pesanan sdh sampai dan kemasan nya rapi,5
kwalitas ikan nya bagus,5
top joss sudah 2x beli memuaskan,5
sesuai harapan terima kasih,5
saya puas sekali karena ikannya segar dan pengiriman cepat next time mau pesen yang sirip,5
always puas beli di sini seler ramah dan fast respon kualitas barang ga usah di ragukan lg biar bintang yg berbica,5
qualitàs bagus pengiriman cepat,5
puassss pesan pagi siang nyampe timbangannya juga ok makasih tetap jaga ya kualitas dan pelayanannya,5
puas banget pengiriman cepat barangnya good quality juga,5
lele asap nya mantabbb proses super cepat langsung masuk list langganan dong recommended seller,5
selalu barang yang si harapkan dan pelayanan cepat,5
hari minggu order langsung dikirim mantap dahh ikan salenya bagus,5
ini sudah orderan saya yg ke 3 kali ikannya ukuran sedang dan berdaging suka pokoknya,5
suka banget ikannya seger legit,5
salenya enak,5
mantabbbb,5
respon chat penjual cpt bgt padahal sy nanya mulu maap yah barang ok dan sehari sudah sampai,5
brg sdh ditrm bagus trmksh ya,5
sellernya ok ikannya juga bagus,5
bagus segar ikannya penjual respon cepat terimakasih,5
basah ikan nya jadi berimbas ke produk lain tolong diperhatikan lagi selanjutnya,3
barang sdh ditrm bagus trmksh ya,5
daging ikan jambal nya berwarna kehitaman sepertinya sudah berjamur solusi yang diberikan hanya kembali dana tetapi aku diminta untuk mengirim balik barang nya yang artinya harus buang waktu dan tenaga dan bensin dan uang untuk packing dan datang ke kurir seharusnya kirim barang yang bagus seperti di foto toko nya jangan kirim barang sudah rusak beda foto dengan barang asli nya,1
ini bukan ikan asin jambal roti tapi ikan cucut asin saya ini orang pulau tahu semua jenis ikan,1
ini ikan cucut bukan jambal roti,1
asiiiiin ampuunya gak tertolong meskipun sudah dicuci 3x seperti goreng garam setelah digoreng bisa terlihat banyak nya garam ya mengendap di bawah minyak dan masih juga serasa makan garam gak ada rasa ikan sama sekali,1
not recommended kualitasnya jelek cuminya hitam yg berbentuk cumi utuh dikit,1
cumi ya bagusss sesuai kering kecil2 bakalan jadi langanan dehhhh,5
kcil bgt cumi nya,2
cumi nya bagus2 sesuai pesanan ku ukuran nya next semoga bisa jd langganan,5
cuminya bgs bersih sesuai pesanan makasih,5
minta yg ukuran 0 5 1cm udah chat dan suruh nulis di note tetep aja yg dikirim gede2 tolong lebih amanah lagi lah,3
ini bukan baby cumi kapok beli disini gak sesuai diskripsi,1
pesanan tidak sesuai nanya uk nya kt seller 0 5 2 tp liat nyatanya brg dtg uk gede semua syukur ga lsg oder 1 kg deh,3
rata2 1 2cm,5
cumi nya enak segara hanya masaknya salah harusnya masak rebusnya harus lama biar bener2 lembut gak alot saya suka next order lagi dah,5
cuminya ternyata bertelur dimasak cocok enak diolah dibuat tdk asin,5
bukan yg kering datangnya tp yg basah,2
cumi nya agak alot ya,3
paket sdh di terima,4
barang sesuai pesanan rekomended bnget pokok nya,5
harusnya cumi nya dikeringkan dahulu dan benar benar kering dan siap di jual ke pelanggan,5
top sellernya pesan langsung diproses kirim super cepat packing aman dan cuminya bagusss cakepp serasa ingin langsung dimasak beli lagi nanti di sini d terima kasih sukses selalu,5
cuminya kayak karet,4
barang bagus hy terlalu halus ya tp tak apa sdh langsung dieksekusi dan djadilan teri sambel tks,5
saya pesennya 1kg teri medan kok yg dikirimnya cuma 1 2kg ktnya super toge tp yg dikirim kecil,3
rupanja trinja halus kirain seperti fotonya,5
makasih barang sudah sampe dan sesuai pesanan,5
pengiriman cepat terinya msh segar tdk mengecewakan,5
ikan terinya asin sekali tdk murni ikan teri campuran cumi kecil besar kecil kecil ikan teri tdk merata kwalitas campuran ych sy pribadi kurang puas,5
ternyata terinya kecil dan lbh asin dari yg biasa,3
ikan terinya kwalitas super tapi yang supernya itu super kecil ikan terinya,2
ikan teri nya sesuai dgn pesanan trima kasih ya sukses terus jualannya,5
seller amanah cpt sampai nya good,5
mantab puas banget,5
parah rebon nya halus n sampah nya subhanallah buanyak banget sampai2 verasa beli sampah ada rebon nya parah,1
kwalitasnya menurun klu bisa di seleksi lg biar tetap kyk pesanan sebelum nya,4
mantap lanjut tiap minggu 1kg klu kwalitaa terjaga seperti ini,5
recommend seller recommend quality produknya,5
barang sdh diterima keadaan barang baik sesuai dengan pesanan terimakasih,5
manteppp semantep si putih lucuuu,5
byk sampah nya mesti di pilihin pelan2 lg,2
barang ok pas cm harus d oven lg x yah biar kering banget respon ok kurir ok,5
servis seller gercep bgt dan timbangan lbh dr spec nya enak bersih cuma daging aja jadi ga perlu bersih2 in kepala dll yg ga kepake,5
ikannya msh bgs trimakasih,5
ikan fresh bagus kemasan juga baik haya aroma asapnya kurang keluar tp yah okay lah,5
seller kooperatif pengiriman cepet bgt,5
kalau lagi mau masak cakalang asap selalu beli di sini rasanya enak dan konsisten,5
paket rapi skali delivery cepat recommended seller,5
thanks ya seller dapat lebihan di kiloannya blm diolah tp ikan asapnya kecium sekali wangi asapnyaa semoga hasilnya yummy,5
terimakasih barang telah di terima dgn baik dan cepat,5
udang kering nya bersih,5
ebinya kurang fresh,2
baca review org yg belanja disini bgs2 dan repeat order tp maaf deg belanja 1x disini kapok krn ebinya byk kulitnya beda sm beli di seller lain,2
bagus banget ebi nya besar2,5
bgs udang kering nya bersih,5
ebi gak sebagus yg biasanya sy beli tp okelah,4
barang sesuai pesanan dah langganan ama toko ini ok punya rekomen abisss,5
udangnya ga besar agak kecil n menurut aku agak kurang kering dng kwalitas ini harganya sedikit mahal menurut aku untung aku dapat gratis ongkir n pengirimannya cepat jd msh ok lah,4
seller fast respon proses dan pengiriman super cepat recommended seller,5
